ENTRD;16480;2971;CASA EL VIÑERO;CASA DEL VINYERO ENTRADA A LA;RELIGION
ENTRD;16530;493;CASA LA RASO;CASA DE LA RASÓ ENTRADA A LA;LUGAR
ENTRD;16620;2981;CASA SANTAPAU;CASA DE SANTAPAU ENTRADA A LA;RELIGION
ENTRD;16680;498;CASA TOTA;CASA DE TOTÁ, ENTRADA A LA;LUGAR
C;16710;500;CASAS ALTAS;null;LUGAR
C;16740;501;CASAS AMALIA;CASES D´AMALIA CARRER DE LES;LUGAR
C;16800;504;CASAS BAJAS;null;LUGAR
CMNO;16830;505;CASAS DE BARCENA;CASES DE BÁRCENA CAMI DE LES;LUGAR
C;16860;506;CASAS BARRINGTO;CASES DE BARRINTO CARRER DE LES;LUGAR
C;16890;507;CASAS CARBONELL;CASES DE CARBONELL, CARRER DE LES;LUGAR
CMNO;16950;509;CASAS DE GUERRA;CASES DE GUERRA CAMI DE LES;LETRAS
C;16980;510;CASAS LANUZA;CASES DE LANUZA CARRER DE LES;LUGAR
ENTRD;17010;2978;CASAS MASENA;CASES DE MASENA ENTRADA A LES;LUGAR
C;17130;516;CASINOS;CASINOS CARRER DE;LUGAR
C;17160;2439;CASTAN TOBEÑAS;CASTÁN TOBEÑAS;RELIGION
SENDA;14430;431;CAPELLETA;CAPELLETA, SENDA DE LA;LUGAR
C.V.;15280;3393;CARPESA A BORBOTO;CARPESA A BORBOTÓ, CAMÍ VELL DE;LUGAR
CMNO;15300;455;CARPESA A MONCADA;CARPESA A MONTCADA, CAMÍ DE;LUGAR
C;15330;456;CARPINTEROS;FUSTERS;
C;15390;461;CARTEROS;CARTERS CARRER DELS;
SENDA;15420;457;CARRASCA;CARRASCA, SENDA DE LA;
C;15480;2810;CARRERES PUCHALT;CARRERES PUCHALT CARRER DE;
ENTRD;15690;467;CASA CACHONDO;CASA DEL CACHONDO, ENTRADA A LA;LUGAR
C;20880;626;CORONACION;CORONACIÒ, CARRER DE LA;
ENTRD;15990;477;CASA GORRITA;CASA DE GORRITA, ENTRADA A LA;LUGAR
ENTRD;16170;483;CASA EL MAU;CASA DEL MAU ENTRADA A LA;LUGAR
C;16230;3361;CASA MISERICORDIA;CASA DE LA MISERICORDIA ;LUGAR
ENTRD;16270;3367;CASA MOLINA;CASA DE MOLINA ENTRADA A LA;TITULO
CTRA;16410;489;CASA ÑORRO;null;LUGAR
ENTRD;16440;490;CASA PERICO;CASA DE PERICO ENTRADA A LA;ARTE
C;13620;408;CAMPAMENTO;CAMPAMENT, CARRER DEL;
C;13650;409;CAMPANA;CAMPANA, CARRER DE LA;
C;13710;2807;CAMPANERS;CAMPANERS, CARRER DELS;
PL;13830;415;CAMPORROBLES;CAMPORROBLES, PLAÇA DE;LUGAR
C;13860;3339;DON VICENTE GUILLOT (TIO BOLA);"VICENT GUILLOT ""TIO BOLA"", CARRER D´EN";PUEBLO-CIUDAD
ENTRD;14010;2969;CANALETA;CANELETA (1995), ENTRADA DE;
C;14220;2808;CANONIGO TARREGA;CANONGE TÁRREGA;RELIGION
C;14340;429;CAÑETE;CAÑETE, CARRER DE;PUEBLO-CIUDAD
C;12960;389;CADIZ;CADIS, CARRER DE;LUGAR
C;13050;392;CALABAZAS;CARABASSES, CARRER DE LES;PUEBLO-CIUDAD
C;13140;395;CALAMOCHA;CALAMOCHA;LUGAR
C;13170;2577;CALARREDES;CALA-XARXES, CARRER DE;PUEBLO-CIUDAD
CMNO;13350;401;CALVARIO;CALVARI, CAMI DEL;LETRAS
C;13380;2272;CALVO ACACIO;CALVO ACACIO, CARRER DE;LETRAS
C;13470;403;CAMARENA;CAMARENA, CARRER DE;LUGAR
C;11130;336;BICORP;BICORP CARRER DE;LUGAR
C;11220;339;BISBE;BISBE CARRER DEL;RELIGION
C;11280;2487;BITACORA;BITÀCOLA CARRER DE;
ENTRD;11310;3382;BLANCO BALLESTER;BLANCO BALLESTER;LETRAS
C;11400;343;BLANQUERIAS;BLANQUERIA CARRER DE LA;PUEBLO-CIUDAD
C;11550;347;BOIX;BOIX ;LUGAR
C;11640;349;BOMBA;null;
CMNO;12720;381;CABAÑAL;null;
C;12750;382;CABILLERS;CABILLERS;PUEBLO-CIUDAD
C;10290;2377;BENIDOLEIG;BENIDOLEIG CARRER DE;PUEBLO-CIUDAD
CMNO;10350;311;BENIFARAIG A MONCADA;BENIFARAIG A MONTCADA, CAMÍ DE;LUGAR
C;10380;312;BENIFAYO;BENIFAIÓ CARRER DE;LUGAR
PL;10530;317;BENIMACLET;BENIMACLET;LUGAR
C;10590;319;BENIMODO;BENIMODO CARRER DE;PUEBLO-CIUDAD
C;10710;323;BENIPEIXCAR;BENIPEIXCAR CARRER DE;LUGAR
C;10800;326;BERENGUER MALLOL;BERENGUER MALLOL CARRER DE;PUEBLO-CIUDAD
C;10890;328;BERNABE GARCIA;BERNABE GARCIA CARRER DE;MILITAR
C;1650;48;ALCACER;ALCÀSSER;LUGAR
C;1950;2568;ALCUDIA DE CRESPINS;ALCÙDIA DE CRESPINS, CARRER DE L';LUGAR
C;9930;298;BENEFICENCIA;BENEFICÈNCIA CARRER DE LA;
C;9990;300;BENET BOSCH;BENET BOSCH CARRER DE;
PL;10170;306;BENICALAP;BENICALAP PLAÇA DE;LUGAR
C;10200;307;BENICARLO;BENICARLÓ CARRER DE;LUGAR
PL;81623;11174;CENTENAR DE LA PLOMA;null;LUGAR
C;81624;11099;AMANDO BLANQUER (COMPOSITOR);null;ARTE
C;81625;11026;ELIAS BORRAS (POETA);ELÍAS BORRÁS (POETA), CARRER D';LETRAS
C;690;18;ADRESADORS;ADREÇADORS, CARRER;PUEBLO-CIUDAD
C;810;20;AGUSTINA DE ARAGON;AGUSTINA D´ARAGÓ;
C;960;25;ALABAU Y ARCE;ALABAU I ARCE, CARRER D';PUEBLO-CIUDAD
C;1200;33;ALBAL;ALBAL;PUEBLO-CIUDAD
C;1290;36;ALBENTOSA;ALBENTOSA CARRER D';LUGAR
C;76860;2214;VIRGEN DE LAS INJURIAS;MARE DE DÈU DE LES INJÚRIES;LUGAR
PL;76890;2215;VIRGEN DE LEPANTO;MARE DE DÈU DE LEPANT, PLAÇA DE LA;RELIGION
C;76950;2218;VIRGEN DE LA MISERICORDIA;MARE DE DÉU DE LA MISERICORDIA, CARRER D;RELIGION
C;81251;3163;EDUARDO SOLER Y PEREZ;EDUARD SOLER I PEREZ, CARRER D';
C;81257;3174;ANGEL VILLENA;ÀNGEL VILLENA CARRER DE L';PUEBLO-CIUDAD
PL;81262;11126;PORTADORS DE LA VERGE;null;RELIGION
C;81267;3130;MEDICO RAMON TARAZONA;METGE RAMÓN TARAZONA, CARRER DEL;LUGAR
C;81273;3160;PUEBLA DE VALVERDE;null;LUGAR
C;81617;11129;FRANCISCO COMES MARTINEZ (DRAMATURG);null;LETRAS
C;81618;11040;TRES DE ABRIL DE 1979;3 D'ABRIL DE 1979;EVENTO
C;39300;1125;JUAN DE AGUILO;JOAN AGUILÓ, CARRER DE;MILITAR
C;39390;1128;JUAN BAUTISTA COMES;JOAN BAPTISTA COMES, CARRER DE;
C;39450;1130;JUAN BAUTISTA LLOVERA;JOAN BAPTISTA LLOVERA, CARRER DE;RELIGION
C;39480;1131;JUAN BAUTISTA MARCO;JUAN BAUTISTA MARCO, CARRER DE;LUGAR
PL;39570;1134;SEQUIOTA, LA;SEQUIOTA;LUGAR
C;39630;1136;JUAN CALATRAVA;JUAN CALATRAVA, CARRER DE;MILITAR
C;39660;1137;JUAN CASTELLO;JUAN CASTELLO, CARRER DE;CIENCIA
C;39690;1138;JUAN DE CELAYA;JUAN DE CELAYA, CARRER DE;CIENCIA
C;39780;1140;JUAN FABREGAT;JUAN FABREGAT, CARRER DE;
C;38400;2452;JOAQUIN BENLLOCH;JOAQUÍN BENLLOCH, CARRER DE;LUGAR
C;38430;1099;JOAQUIN COSTA;JOAQUIN COSTA, CARRER DE;
C;76230;2194;VILLAHERMOSA;VILLA FERMOSA (1995);LUGAR
C;76320;2197;VILLAMARCHANTE;VILLAMARXANT;LUGAR
C;76560;2204;VINALOPO;VINALOPÓ;
C;76620;2206;VINATEA;VINATEA, CARRER;PUEBLO-CIUDAD
C;37860;1083;JAIME EL OBRERO;JAUME L'OBRER (1995), CARRER DE;
C;37890;1084;JAIME ROIG;JAUME ROIG, CARRER DE;ARTE
C;37980;1086;JALANCE;null;LUGAR
C;38040;1088;JARAFUEL;null;LUGAR
C;38130;3195;OLIVERETA;OLIVERETA;LUGAR
C;38190;1092;JERONIMO DE MONSORIU;JERONI DE MONTSORIU, CARRER DE;ARTE
AV;38290;2661;JESUS MORANTE BORRAS;JESÚS MORANTE BORRAS, AVINGUDA DE;LUGAR
C;38340;1097;JIJONA;null;LUGAR
C;25230;741;DOCTOR VILLENA;DOCTOR VILLENA, CARRER DEL;CIENCIA
AV;25260;2335;DOCTOR WAKSMAN;DOCTOR WAKSMAN, AVINGUDA DEL;CIENCIA
C;25350;744;DOLORES ALCAIDE;DOLORES ALCAIDE, CARRER DE;MILITAR
C;25380;2336;DOLORES MARQUES;DOLORES MARQUES, CARRER DE;TITULO
C;25440;2366;DOMINGO GOMEZ;DOMÉNEC GÓMEZ, CARRER DE;
C;25470;746;DON ARMANDO PALACIO VALDES;ARMANDO PALACIO VALDÉS CARRER D';LETRAS
C;37770;1080;JAIME BELTRAN;JAIME BELTRAN, CARRER DE;
C;14610;435;CARAVACA;CARAVACA, CARRER DE;LUGAR
C;14670;437;CARCEL DE SAN VICENTE;PRESÓ DE SAN VICENT;LUGAR
AV;14730;439;CARDENAL BENLLOCH;null;RELIGION
C;14850;443;CARIDAD;CARITAT, CARRER DE LA;
PJE;24960;734;DOCTOR SERRA;DOCTOR SERRA, PASATGE DEL;CIENCIA
C;25020;736;DOCTOR SORIANO BENLLOCH;DOCTOR SORIANO BENLLOCH, CARRER DEL;CIENCIA
C;25140;738;DOCTOR VICENTE PALLARES;DOCTOR VICENTE PALLARÉS;CIENCIA
C;12030;359;BORRULL;BORRULL, CARRER;
C;12060;361;BOTANICO;BOTÀNIC, CARRER DEL;PUEBLO-CIUDAD
C;12210;365;BRETON DE LOS HERREROS;BRETON DE LOS HERREROS, CARRER DE;LETRAS
C;12450;372;BUGARRA;BUGARRA, CARRER DE;LUGAR
C;12630;378;BUSOT;BUSOT;LUGAR
C;14460;3266;DOCTOR RODRIGUEZ DE LA FUENTE;DOCTOR RODRÍGUEZ DE LA FUENTE, CARRER DE;CIENCIA
C;9420;281;BEATO JUAN GRANDE;BEAT JUAN GRANDE CARRER DEL;RELIGION
C;9480;283;BEATRIZ TORTOSA;BEATRIZ TORTOSA;PUEBLO-CIUDAD
C;9630;288;BELEN;BETLEM CARRER DE;
C;9690;290;BELLO;BELLO CARRER DE;PUEBLO-CIUDAD
C;11670;350;BONAIRE;BONAIRE CARRER DE;LUGAR
ENTRD;11790;354;BORBOTO;BORBOTO ENTRADA DE;LUGAR
CMNO;11880;357;BORBOTO A MASARROCHOS;BORBOTÓ A MASSARROJOS CAMÍ DE;LUGAR
C;11910;358;BORDADORES;BRODADORS;PUEBLO-CIUDAD
C;11970;2806;BORRASCA;BORRASCA;
AV;8790;262;BARON DE CARCER;BARÓ DE CARCER AVIGUDA DEL;TITULO
PL;8820;2287;BARON DE CORTES;BARÓ DE CORTES PLAÇA DEL;TITULO
C;8910;265;BARON DE PETRES;BARÓ DE PETRÉS CARRER DEL;TITULO
C;8940;266;BARON DE SAN PETRILLO;BARÓ DE SAN PETRILLO CARRER DEL;TITULO
ENTRD;9060;270;BARRAQUES DE CASTELLO;BARRAQUES DE CASTELLÓ ENTRADA DE LES;LUGAR
CMNO;9090;271;BARRAQUES DE LLUNA;BARRAQUES DE LLUNA CAMÍ DE LES;PUEBLO-CIUDAD
C;9240;2559;BATEL;BATEL CARRER DEL;
C;9300;277;BEATA;BEATA CARRER DE LA;PUEBLO-CIUDAD
C;8190;2411;BALANDRA;BALANDRA CARRER DE LA;
AV;8250;247;BALEARES;BALEARS AVINGUDA DE LES;PUEBLO-CIUDAD
C;8280;248;BALER;BALER CARRER DE;LUGAR
C;8430;252;BALLESTEROS;BALLESTERS CARRER DELS;PUEBLO-CIUDAD
C;8670;260;BARCHILLA;BARCELLA CARRER DE LA;LUGAR
C;8760;2935;BARON DE BARCHETA;BARÓ DE BARXETACARRER DEL;TITULO
C;7560;228;AURORA;AURORA CARRER DE L';
C;7620;231;AVE MARIA;AVE MARIA CARRER DE L';LUGAR
C;7660;2655;AYACOR;AIACOR, CARRER D';
CMNO;7740;234;AZAGADOR;ASSAGADOR CAMÍ DE L';LUGAR
C;7770;235;AZAGADOR DE ALBORAYA;ASSAGADOR D´ALBORAIA CARRER DE L';LUGAR
C;7830;237;AZAGADOR DE LAS MONJAS;ASSAGADOR DE LES MONGES;RELIGION
CMNO;7860;238;AZAGADOR DEL MORRO;ASSAGADOR DEL MORRO CAMÍ DE L';LUGAR
C;7890;239;AZAGADOR DE LA TORRE;ASSAGADOR DE LA TORRE CARRER DE L';LUGAR
C;7920;240;AZCARRAGA;AZCÀRRAGA, CARRER D';ARTE
C;6870;204;ARQUITECTO RODRIGUEZ;ARQUITECTE RODRIGUEZ CARRER DE L';ARTE
C;6900;205;ARQUITECTO TOLSA;ARQUITECTE TOLSA CARRER DE L';ARTE
CTRA;6960;210;ARTES;ARTES (1995) CARRETERA D';
C;6990;212;ARTES GRAFICAS;ARTS GRÀFIQUES CARRER DE LES;
C;7140;215;ARZOBISPO ALIAGA;ARQUEBISBE ALIAGA CARRER DE L';RELIGION
C;7290;220;ARZOBISPO OLAECHEA;ARQUEBISBE OLAECHEA CARRER DE L';RELIGION
PDA;7350;208;ARRIBA;DALT, PARTIDA DE;
C;7380;221;ASILO DE LA INFANCIA;ASIL D'INFANTS CARRER DE L';
C;6480;196;AROLAS;AROLAS CARRER D';
C;6510;197;ARQUITECTO ALFARO;ARQUITECTE ALFARO CARRER DE L';LUGAR
C;6570;2309;ARQUITECTO ARNAU;ARQUITECTE ARNAU CARRER DE L';ARTE
C;6600;199;ARQUITECTO CARBONELL;ARQUITECTE CARBONELL CARRER DE L';ARTE
C;6720;200;ARQUITECTO JUAN PEREZ;ARQUITECTE JUAN PEREZ CARRER DE L';ARTE
C;6750;201;ARQUITECTO LUCINI;ARQUITECTE LUCINI CARRER DE L';ARTE
C;6840;2286;ARQUITECTO RIBES;ARQUITECTE RIBES;CIENCIA
C;6000;179;ANTONIO SUAREZ;ANTONI SUAREZ CARRER D';
C;6030;2400;APARICIO ALBIÑANA;APARICIO ALBIÑANA CARRER D';LUGAR
C;6060;180;APARISI Y GUIJARRO;APARISI I GUIJARRO CARRER D';
PL;6180;185;ARAS DE LOS OLMOS;null;LUGAR
C;6270;187;ARBOLEDA;ARBOREDA CARRER DE L';PUEBLO-CIUDAD
C;6330;189;ARCHENA;ARCHENA ;LUGAR
C;6430;194;ARNALDO DE VILANOVA;ARNAU DE VILANOVA CARRER D';
C;5250;160;AMPARO BALLESTER;EMPAR BALLESTER, CARRER D';PUEBLO-CIUDAD
C;5280;161;AMPARO GUILLEM;EMPAR GUILLEM, CARRER D';
C;5370;162;ANDILLA;ANDILLA CARRER DE L';LUGAR
C;5430;164;ANDRES MANCEBO;ANDRES MANCEBO CARRER D';LUGAR
C;5640;168;ANGELICOT;ANGELICOT DE L';
C;5700;171;ANGOSTA DE LA COMPAÑIA;ESTRET DE LA COMPANYIA, CARRER;
C;5760;173;ANGUILERA;ANGUILERA CARRER DE L';
CMNO;5820;175;ANOUERS;CAMI DELS ANOUERS (1995);
C;5940;2803;ANTONIO LAZARO;ANTONI LAZARO CARRER D';LUGAR
C;4620;139;ALQUERIAS DE BELLVER;null;LUGAR
C;4770;145;ALTA;DALT, CARRER DE;
C;4800;146;ALTA DEL MAR;DALT DE LA MAR, CARRER DE;LUGAR
C;4860;148;ALTAR DE SAN VICENTE;ALTAR DE SANT VICENT CARRER DE L';RELIGION
C;4980;152;ALVAREZ;ALVAREZ ;
C;5010;153;ALVAREZ DE SOTOMAYOR;ALVAREZ DE SOTOMAYOR CARRER D';EVENTO
PL;5160;157;AMERICA;AMÈRICA PLAÇA D';PUEBLO-CIUDAD
CMNO;3240;92;ALQUERIA DE ALBORS;ALQUERIA D´ALBORS CAMÍ DE L';LUGAR
ENTRD;3330;95;ALQUERIA ANTEQUERA;ALQUERIA D'ANTEQUERA ENTRADA DE L';LUGAR
C;3360;96;ALQUERIA DE AZNAR;ALQUERIA D´ASNAR CARRER DE L';LUGAR
C;3420;97;ALQUERIA DE BENLLOCH;null;LUGAR
ENTRD;3450;3434;ALQUERIA DE BURGOS;ALQUERIA DE BURGOS ENTRADA DE L';LUGAR
ENTRD;3540;103;ALQUERIA DE CANO;null;LUGAR
CMNO;3600;106;ALQUERIA CASANI;ALQUERIA CASSANY CAMÍ DE L';RELIGION
CMNO;3660;108;ALQUERIA DE CHILET;null;LUGAR
CMNO;3690;109;ALQUERIA DE CHINER;null;LUGAR
ENTRD;3810;112;ALQUERIA DE LOS FRAILES;ALQUERIA DELS FRARES;TITULO
C;3870;2408;ALQUERIA DE GINER;ALQUERIA DE GINER CARRER DE L';LUGAR
CMNO;3930;115;ALQUERIA ISIDORO;ALQUERIA D´ISIDORO CAMI DE L';CIENCIA
CMNO;3960;116;ALQUERIA DE MARQUET;ALQUERIA DE MARQUET CAMI DE L';LUGAR
CMNO;4020;3357;ALQUERIA DE LA MORERA;null;LUGAR
ENTRD;4230;122;ALQUERIA PIXARRODA;ALQUERIA DE PIXA-RODA ENTRADA DE L';LUGAR
ENTRD;4260;125;ALQUERIA RATA;ALQUERIA DE RATA ENTRADA DE L';LUGAR
CMNO;4380;129;ALQUERIA ROCATI;ALQUERIA DE ROCATI CAMI DE L';LUGAR
ENTRD;4410;130;ALQUERIA ROS;ALQUERIA DE ROS ENTRADA DE L';LUGAR
ENTRD;4590;138;ALQUERIA DEL VOLANTE;ALQUERIA DEL VOLANT ENTRADA DE L';LUGAR
C;2490;2374;ALFONSO PEÑA;ALFONSO PEÑA CARRER D';
ENTRD;2520;69;ALGARIN;ALGARIN ENTRADA D';LUGAR
C;2550;70;ALGEMESI;ALGEMESI CARRER D';LUGAR
CMNO;2640;71;ALGIROS;ALGIROS;LUGAR
C;2700;74;ALMACERA;ALMÀSSERA CARRER D';LUGAR
C;2760;76;ALMAS;ÀNIMES CARRER DE LES;
CMNO;2800;2795;ALMENAR;ALMENAR CAMÍ D';LUGAR
C;2850;79;ALMIRANTE CADARSO;CARRER DE L'ALMIRALL CADARSO;PUEBLO-CIUDAD
C;3030;85;ALMUDAINA;ALMUDAINA CARRER D';LUGAR
ENTRD;3210;91;ALQUERIA DE ALBA;ALQUERIA D´ALBA ENTRADA DE L';LUGAR
C;1800;51;ALCIRA;ALZIRA CARRER D';LUGAR
C;1860;53;ALCOY;CARRER D'ALCOI;LUGAR
C;2010;57;ALEGRET;ALEGRET CARRER D';
C;2100;2575;ALEJANDRO VOLTA;ALESSANDRO VOLTA;CIENCIA
C;2220;61;ALFAFAR;ALFAFAR CARRER D';PUEBLO-CIUDAD
PL;2460;68;ALFONSO EL MAGNANIMO;REY ALFONS EL BENIGNE, PLAÇA DEL;
C;1320;37;ALBERIQUE;ALBERIC, CARRER D';LUGAR
C;1350;38;ALBEROLA;ALBEROLA, CARRER D';LUGAR
C;1440;41;ALBORAYA;ALBORAIA, CARRER D';LUGAR
C.V.;1470;42;ALBORAYA C.V.;ALBORAIA, CAMÍ VELL;PUEBLO-CIUDAD
CTRA;1620;3024;ALBUIXECH A MAHUELLA;ALBUIXEC A MAUELLA, CARRERA;LUGAR
C;1710;49;ALCALDE REIG;ALCALDE REIG, CARRER DE L';POLITICA
C;1260;35;ALBENIZ;ALBÉNIZ, CARRER;
C;600;15;ACTOR MORA;ACTOR MÓRA, CARRER DE L';ARTE
C;660;17;ADOR;ADOR, CARRER D';LUGAR
C;780;21;AGUSTIN SALES;AGUSTÌ SALES;PUEBLO-CIUDAD
SENDA;840;22;AIRE;AIRE, SENDA DE L';
CMNO;930;24;ALABAU;ALABAU, CAMÍ D´;
C;1020;27;ALADRERS;ALADRERS, CARRER DELS;
C;1140;31;ALBACETE;ALBACETE, CARRER D';LUGAR
C;1170;32;ALBAIDA;ALBAIDA;PUEBLO-CIUDAD
C;81707;11128;JUAN JOSE BARCIA GOYANES (PROFESSOR);null;LETRAS
C;81708;11157;MARGARITA SALAS (CIENTIFICA);null;LUGAR
C;81710;11116;CRISTOBAL VALLS LLORENS (METGE);null;CIENCIA
C;81711;0;EP CHERA 3;null;PUEBLO-CIUDAD
C;81712;11103;SANTA PAULA MONTALT (ESCOLAPIA, FUNDADORA);null;ARTE
PL;81713;11094;SANTA MARIA MAZZARELLO;null;RELIGION
C;81714;11089;DIEGO SEVILLA (CATEDRATIC);null;RELIGION
C;81715;11090;JUAN BALLESTER (ESCRIPTOR);null;LUGAR
AV;81716;11093;1 D'OCTUBRE;null;EVENTO
C;81719;11124;ANGEL GUARDIA CORTES (FUNDADOR AV.BENIMACLET;null;PUEBLO-CIUDAD
